stars,review_text,date_string
2,Stopped in on a whim and had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price. The lunch menu is better value than dinner.,2025-04-20 14:48:47
1,Absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. Disgusting service. The cocktail menu is fantastic.,2025-04-10 13:19:51
1,Absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. Disgusting service. Perfect for a family meal.,2025-03-20 20:36:28
4,Came back for the third time and had a lovely meal here. The flavours were bold and the food was clearly well-made. Staff were helpful and polite. The atmosphere is really nice in the evening. Prices are fair. Would recommend to friends. Gets very crowded on weekends.,2025-04-06 18:26:10
1,"Came with friends and worst restaurant I've visited in years. The staff were rude and the food was inedible. Overpriced, dirty, slow service. The manager was dismissive and unhelpful. I genuinely can't think of anything positive to say.",2025-02-18 14:03:41
3,"Walked past and decided to try it, it was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. Might try again.",2025-02-14 21:54:33
1,Been coming here for years and shocking. We were seated then completely ignored for 30 minutes. The food was stale and badly presented. The restaurant was dirty and the staff were disinterested. Complete waste of money. Awful. Desserts were incredible.,2025-02-11 22:10:17
4,"Good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. The AC was blasting which made it quite cold.",2025-03-28 11:58:14
1,"Worst restaurant I've visited in years. The staff were rude and the food was inedible. Overpriced, dirty, slow service. The manager was dismissive and unhelpful. I genuinely can't think of anything positive to say. The location is perfect, easy to find.",2025-02-04 16:03:25
3,"Walked past and decided to try it, not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced for what it is. The cocktail menu is fantastic.",2025-03-22 11:23:14
5,"Tried it after seeing it online and best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous. Highly recommend. Loved the outdoor seating area.",2025-05-03 20:21:50
5,"Took my family here and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. This is our new favourite spot. The music was a bit too loud for a proper conversation.",2025-03-09 17:44:53
5,"The service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect night out. The lunch menu is better value than dinner.",2025-04-20 10:57:05
5,"Made a reservation and best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous. Highly recommend. Perfect for a family meal.",2025-02-20 18:46:38
3,"Mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Loved the outdoor seating area.",2025-03-09 13:19:07
5,"Stopped in on a whim and the food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. Loved every minute. Quieter on weekdays which I prefer.",2025-04-23 22:39:29
5,"Been coming here for years and came here on a recommendation and I get the hype now. The crew is so friendly, hostess greeted us right away. Menu selection is great, we ordered four different dishes and every single one was excellent.",2025-04-18 18:01:40
3,Stopped in on a whim and not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced for what it is. The AC was blasting which made it quite cold.,2025-03-10 16:00:39
4,"Stopped in on a whim and enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Gave 4 stars only because the dessert menu was limited.",2025-03-26 12:42:42
5,"Amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Definitely coming back with friends. The location is perfect, easy to find.",2025-02-09 18:34:32
1,Absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. Disgusting service.,2025-02-03 16:55:30
5,"Went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing. The location is perfect, easy to find.",2025-03-05 21:01:22
1,"Tried this place for the first time and absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. Disgusting service. The location is perfect, easy to find.",2025-03-03 21:42:40
5,"Tried it after seeing it online and everything was perfect. Our waitress was attentive and professional without hovering. The burger was juicy and fresh, fries crispy. Reasonable price for the quality. Really clean restaurant too. The AC was blasting which made it quite cold.",2025-02-06 15:34:21
1,"Had a work dinner here and worst restaurant I've visited in years. The staff were rude and the food was inedible. Overpriced, dirty, slow service. The manager was dismissive and unhelpful. I genuinely can't think of anything positive to say. The lunch menu is better value than dinner.",2025-05-01 17:40:11
1,"Took my family here and horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. Seating was comfortable and spacious.",2025-05-03 22:29:02
4,"Came with friends and decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. Will be back. The music was a bit too loud for a proper conversation.",2025-02-26 10:20:59
4,Lovely restaurant. The team clearly take pride in their work. Our server was friendly and efficient. Chicken dish was perfectly cooked. Parking was a bit of a pain but the food made up for it. Gets very crowded on weekends.,2025-04-11 17:16:02
1,"Came with friends and terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs. Desserts were incredible.",2025-03-18 22:03:55
2,Tried it after seeing it online and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. Wine list is impressive.,2025-02-16 22:23:27
4,"Great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. Gets very crowded on weekends.",2025-03-16 12:31:44
3,"Walked past and decided to try it, average experience. The food came out lukewarm which was disappointing. Staff were polite but it took a long time to get anyone's attention. The decor is nice. Hopefully just an off night for them.",2025-03-07 22:05:46
4,Tried this place for the first time and really enjoyed this place. Great hospitality from the whole team. Food was tasty and came out hot. Nice interior design. Only small thing was they got my order slightly wrong but fixed it straight away. Quieter on weekdays which I prefer.,2025-04-19 12:34:18
4,"Been coming here for years and pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty. Nice ambience. Seating was comfortable and spacious.",2025-03-14 20:18:19
4,"Good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. Great spot for a date night.",2025-04-30 17:22:28
5,"Walked past and decided to try it, went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing.",2025-03-28 14:40:50
5,"Tried this place for the first time and the food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. Loved every minute. Gets very crowded on weekends.",2025-03-19 18:51:47
2,Had a work dinner here and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Unlikely to return. The parking situation is a nightmare though.,2025-02-19 19:43:50
4,"Came here for my birthday and good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. The AC was blasting which made it quite cold.",2025-02-09 13:49:41
4,"Walked past and decided to try it, really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. Good value. Gets very crowded on weekends.",2025-04-14 10:38:09
2,"Disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Unlikely to return. The location is perfect, easy to find.",2025-03-20 17:48:04
3,"Took my family here and had higher expectations based on the reviews. The food was fine but nothing memorable. Service was average, not rude but not particularly helpful either. The location is convenient. Maybe bad timing.",2025-03-19 16:20:41
4,Stopped in on a whim and had a great dinner here. Staff were helpful and attentive. The menu has a good variety and everything we ordered tasted great. A bit crowded on a Saturday which made it a little noisy but nothing too bad. Loved the outdoor seating area.,2025-02-04 21:11:31
3,"Mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay.",2025-02-16 14:49:16
2,Two stars because the location is good and the interior looks nice. But the food was average at best and the service was really slow and inattentive. Way too expensive for what you get. Won't go back. Perfect for a family meal.,2025-04-20 14:44:58
3,Came with friends and average experience. The food came out lukewarm which was disappointing. Staff were polite but it took a long time to get anyone's attention. The decor is nice. Hopefully just an off night for them. Loved the outdoor seating area.,2025-02-18 11:28:11
2,Two stars because the location is good and the interior looks nice. But the food was average at best and the service was really slow and inattentive. Way too expensive for what you get. Won't go back. Seating was comfortable and spacious.,2025-04-29 15:42:22
2,Tried this place for the first time and two stars because the location is good and the interior looks nice. But the food was average at best and the service was really slow and inattentive. Way too expensive for what you get. Won't go back.,2025-04-11 14:57:19
1,Had a work dinner here and shocking. We were seated then completely ignored for 30 minutes. The food was stale and badly presented. The restaurant was dirty and the staff were disinterested. Complete waste of money. Awful. Great spot for a date night.,2025-03-19 18:14:07
5,"Took my family here and best pizza in the city, no contest. Authentic recipe, perfect crust, fresh ingredients. Service was fast even on a busy Friday night. The place has a great vibe and the music was perfect background noise. The cocktail menu is fantastic.",2025-04-05 10:23:35
3,"Walked past and decided to try it, had higher expectations based on the reviews. The food was fine but nothing memorable. Service was average, not rude but not particularly helpful either. The location is convenient. Maybe bad timing. The lunch menu is better value than dinner.",2025-04-12 12:39:56
5,Tried this place for the first time and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Definitely coming back with friends. Desserts were incredible.,2025-03-23 21:46:30
3,"Mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Quieter on weekdays which I prefer.",2025-04-15 11:08:20
2,Tried this place for the first time and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. The lunch menu is better value than dinner.,2025-04-01 20:33:22
5,"The service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect night out.",2025-02-24 22:08:27
3,Came here for my birthday and not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced for what it is. Loved the outdoor seating area.,2025-04-08 12:19:10
5,Tried it after seeing it online and came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. Very affordable too. The cocktail menu is fantastic.,2025-03-17 18:57:18
1,Tried this place for the first time and shocking. We were seated then completely ignored for 30 minutes. The food was stale and badly presented. The restaurant was dirty and the staff were disinterested. Complete waste of money. Awful. Wine list is impressive.,2025-02-26 20:35:17
5,"Came back for the third time and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect night out.",2025-04-10 11:32:41
5,Took my family here and came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. Very affordable too. Great spot for a date night.,2025-04-26 19:46:57
